key,project,issuetype,resolution,priority,created,resolutiondate,summary,category,spec_areas,is_nonconformance,mentions_other_driver,preventable_by_yaml_test,confidence,rationale,components,labels,fix_versions,links,url
CDRIVER-686,CDRIVER,Bug,Done,Major - P3,2015-05-21,2015-06-18,"Document ""result"" contents from bulk_operation_execute ()",not_relevant,,False,False,False,low,Insufficient detail or no clear spec/behavior signal.,Bulk API|Docs|libmongoc,,1.2.0,,https://jira.mongodb.org/browse/CDRIVER-686
CDRIVER-698,CDRIVER,Improvement,Done,Trivial - P5,2015-06-05,2015-06-18,Unused macro in libbson,not_relevant,,False,False,False,medium,Insufficient detail or no clear spec/behavior signal.,libbson,,,,https://jira.mongodb.org/browse/CDRIVER-698
CDRIVER-648,CDRIVER,Bug,Done,Major - P3,2015-05-14,2015-06-19,nInserted incremented despite error,not_relevant,,False,False,False,medium,"Build, packaging, CI, documentation, or dependency-related.",Bulk API|libmongoc,,,,https://jira.mongodb.org/browse/CDRIVER-648
CDRIVER-717,CDRIVER,Bug,Done,Major - P3,2015-06-20,2015-06-20,mongoc_collection_insert_bulk always sets continueOnError,avoidable_by_spec_conformance,wire-protocol,False,False,unsure,medium,Bug in spec-area component; stricter spec discipline could prevent.,,,,,https://jira.mongodb.org/browse/CDRIVER-717
CDRIVER-714,CDRIVER,Bug,Done,Major - P3,2015-06-19,2015-06-20,Legacy OP_INSERTS not batched when they should be,not_relevant,,False,False,False,medium,Insufficient detail or no clear spec/behavior signal.,Bulk API,,1.2-beta0,Related:CDRIVER-713,https://jira.mongodb.org/browse/CDRIVER-714
CDRIVER-713,CDRIVER,Bug,Done,Major - P3,2015-06-18,2015-06-20,Legacy OP_INSERTs batched when they shouldn't be,not_relevant,,False,False,False,low,Insufficient detail or no clear spec/behavior signal.,Bulk API|libmongoc,,,Related:CDRIVER-714,https://jira.mongodb.org/browse/CDRIVER-713
CDRIVER-695,CDRIVER,Bug,Done,Critical - P2,2015-06-02,2015-06-21,_mongoc_cluster_node_destroy segfaults in certain scenarios,not_relevant,,False,False,False,medium,Insufficient detail or no clear spec/behavior signal.,libmongoc,,1.1.8,Depends:CS-21707|Depends:CS-22169|Related:CDRIVER-721|Related:CS-21381,https://jira.mongodb.org/browse/CDRIVER-695
CDRIVER-718,CDRIVER,Bug,Done,Minor - P4,2015-06-21,2015-06-21,A typo in the document of mongoc_collection_find (),not_relevant,,False,False,False,medium,Insufficient detail or no clear spec/behavior signal.,Docs,,1.2-beta0,,https://jira.mongodb.org/browse/CDRIVER-718
CDRIVER-654,CDRIVER,Bug,Done,Major - P3,2015-05-15,2015-06-23,Ordered bulk insert continues past oversized doc,not_relevant,,False,False,False,medium,Insufficient detail or no clear spec/behavior signal.,Bulk API|libmongoc,,1.2-beta0,Depends:CDRIVER-662|Related:CDRIVER-589,https://jira.mongodb.org/browse/CDRIVER-654
CDRIVER-712,CDRIVER,Improvement,Done,Minor - P4,2015-06-18,2015-06-23,Unnecessary include in libbson bson-endian.h,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libbson,,,,https://jira.mongodb.org/browse/CDRIVER-712
CDRIVER-724,CDRIVER,Bug,Done,Critical - P2,2015-06-26,2015-06-28,The index ensured by mongoc_client_get_gridfs must be unique,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",GridFS,,,Related:TOOLS-1295|Related:TOOLS-808,https://jira.mongodb.org/browse/CDRIVER-724
CDRIVER-727,CDRIVER,Improvement,Done,Minor - P4,2015-06-28,2015-06-30,Actually enable code coverage,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,Build|libbson|libmongoc,,1.1.9,,https://jira.mongodb.org/browse/CDRIVER-727
CDRIVER-730,CDRIVER,Bug,Done,Major - P3,2015-06-30,2015-07-02,unused-variable warnings when building without OpenSSL,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",,,1.2-beta0,,https://jira.mongodb.org/browse/CDRIVER-730
CDRIVER-732,CDRIVER,Bug,Done,Major - P3,2015-07-01,2015-07-02,Allow passing in test arguments to debug test runs,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",,,1.2-beta0|1.1.11,,https://jira.mongodb.org/browse/CDRIVER-732
CDRIVER-731,CDRIVER,Bug,Done,Minor - P4,2015-07-01,2015-07-06,Custom log handler cannot capture tracing on sasl_set_mutex callbacks,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta0,Depends:PHPC-306|Related:CDRIVER-547,https://jira.mongodb.org/browse/CDRIVER-731
CDRIVER-733,CDRIVER,Bug,Done,Blocker - P1,2015-07-03,2015-07-13,Can not start mongo,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,errors,,,,https://jira.mongodb.org/browse/CDRIVER-733
CDRIVER-584,CDRIVER,Bug,Done,Major - P3,2015-03-18,2015-07-13,?sockettimeoutms=n no longer works,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,,,1.2-beta0,,https://jira.mongodb.org/browse/CDRIVER-584
CDRIVER-685,CDRIVER,Bug,Done,Major - P3,2015-05-21,2015-07-13,"""replicaSet"" not enforced",not_relevant,,False,True,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc|replset,,1.2-beta0,,https://jira.mongodb.org/browse/CDRIVER-685
CDRIVER-645,CDRIVER,Bug,Done,Major - P3,2015-05-12,2015-07-13,"Support setting ""uri options"" explicitly",not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta0,Related:HHVM-80|Related:PHPC-229,https://jira.mongodb.org/browse/CDRIVER-645
CDRIVER-480,CDRIVER,Bug,Done,Major - P3,2014-12-09,2015-07-14,stream: Failure to buffer 4 bytes: Failed to buffer 4 bytes within 300000 milliseconds,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,,,1.2-beta0,Duplicate:CDRIVER-682,https://jira.mongodb.org/browse/CDRIVER-480
CDRIVER-745,CDRIVER,Bug,Done,Major - P3,2015-07-15,2015-07-15,"Crash in bson_destroy, called from _mongoc_cluster_disconnect_node",not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.1.10,Related:CDRIVER-755|Related:CS-22544,https://jira.mongodb.org/browse/CDRIVER-745
CDRIVER-473,CDRIVER,Improvement,Done,Minor - P4,2014-11-29,2015-07-15,mongoc_collection_update() should provide access to WriteResult,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",,,,,https://jira.mongodb.org/browse/CDRIVER-473
CDRIVER-743,CDRIVER,Bug,Done,Major - P3,2015-07-14,2015-07-17,Type remains ReplicaSetWithPrimary if primary steps down and changes setName,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta0,Related:SPEC-250,https://jira.mongodb.org/browse/CDRIVER-743
CDRIVER-740,CDRIVER,Bug,Done,Major - P3,2015-07-13,2015-07-17,Use-after-free if a primary doesn't report itself in hosts lists,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta0,,https://jira.mongodb.org/browse/CDRIVER-740
CDRIVER-742,CDRIVER,Improvement,Done,Minor - P4,2015-07-14,2015-07-17,Enable mock server tests on Solaris,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc|Testing,,1.2-beta0,,https://jira.mongodb.org/browse/CDRIVER-742
CDRIVER-750,CDRIVER,Bug,Done,Major - P3,2015-07-16,2015-07-21,Queries sent to recovering members,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.1.10,Related:CDRIVER-201|Related:CS-22581,https://jira.mongodb.org/browse/CDRIVER-750
CDRIVER-752,CDRIVER,Bug,Done,Critical - P2,2015-07-17,2015-07-21,Server selection times out immediately on Solaris,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,,,1.2-beta0,Related:CDRIVER-1305,https://jira.mongodb.org/browse/CDRIVER-752
CDRIVER-758,CDRIVER,Bug,Done,Major - P3,2015-07-21,2015-07-21,priority=0 (passives) servers ignored,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,,,1.2-beta0,Related:CDRIVER-438,https://jira.mongodb.org/browse/CDRIVER-758
CDRIVER-755,CDRIVER,Bug,Done,Major - P3,2015-07-20,2015-07-22,Leaks in _mongoc_cluster_ismaster,not_relevant,,False,True,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.1.10,Related:CS-22590|Related:CDRIVER-745,https://jira.mongodb.org/browse/CDRIVER-755
CDRIVER-620,CDRIVER,Bug,Done,Major - P3,2015-04-21,2015-07-29,Runtime flag for TRACE,not_relevant,,False,True,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta0,Related:CDRIVER-697|Related:PHPC-256,https://jira.mongodb.org/browse/CDRIVER-620
CDRIVER-766,CDRIVER,Bug,Done,Minor - P4,2015-07-30,2015-07-30,Build warnings for undefined MONGOC_TRACE in #if conditional,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,,Related:CDRIVER-768,https://jira.mongodb.org/browse/CDRIVER-766
CDRIVER-767,CDRIVER,Improvement,Done,Major - P3,2015-07-30,2015-07-30,Expose mongoc_uri_parse_host() declaration to other drivers,not_relevant,,False,True,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.2-beta0,Depends:PHPC-350,https://jira.mongodb.org/browse/CDRIVER-767
CDRIVER-678,CDRIVER,Bug,Done,Blocker - P1,2015-05-18,2015-08-04,Only the first member of seedlist is used,not_relevant,,False,True,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta0,Related:PHPC-303,https://jira.mongodb.org/browse/CDRIVER-678
CDRIVER-777,CDRIVER,Improvement,Done,Trivial - P5,2015-08-05,2015-08-05,Combine implementations of usleep for Windows,not_relevant,,False,True,False,low,Insufficient detail to classify as spec-relevant.,,,,,https://jira.mongodb.org/browse/CDRIVER-777
CDRIVER-595,CDRIVER,Bug,Done,Major - P3,2015-03-27,2015-08-05,Remove uses of bare memory methods and ensure we don't add new ones,not_relevant,,False,True,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",,,1.2-beta0,,https://jira.mongodb.org/browse/CDRIVER-595
CDRIVER-775,CDRIVER,Bug,Done,Major - P3,2015-08-03,2015-08-07,"URI parsing only sets wtimeoutms for ""majority"" write concern",not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",,,,Duplicate:CDRIVER-738,https://jira.mongodb.org/browse/CDRIVER-775
CDRIVER-757,CDRIVER,Bug,Done,Trivial - P5,2015-07-21,2015-08-07,Unsigned comparison in _mongoc_matcher_op_compare_new() is always true,not_relevant,,False,True,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta0,,https://jira.mongodb.org/browse/CDRIVER-757
CDRIVER-630,CDRIVER,Bug,Done,Major - P3,2015-05-01,2015-08-10,default_stream_initiator can block forever in TLS handshake,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",,,1.2-beta0|1.1.5,Related:CDRIVER-577,https://jira.mongodb.org/browse/CDRIVER-630
CDRIVER-366,CDRIVER,Improvement,Done,Major - P3,2014-05-14,2015-08-10,allow mongo-c-driver to be compiled in C++ mode,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",,,1.2-beta0,Depends:CDRIVER-780|Depends:CDRIVER-386|Related:CDRIVER-795|Related:CDRIVER-796|Related:CS-11916|Related:CS-13372,https://jira.mongodb.org/browse/CDRIVER-366
CDRIVER-768,CDRIVER,Bug,Done,Trivial - P5,2015-07-30,2015-08-10,Build warning for possibly uninitialized value in collection test,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta0,Related:CDRIVER-766,https://jira.mongodb.org/browse/CDRIVER-768
CDRIVER-751,CDRIVER,Bug,Done,Critical - P2,2015-07-16,2015-08-10,Discovered servers not checked until next scan,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.2-beta0,,https://jira.mongodb.org/browse/CDRIVER-751
CDRIVER-804,CDRIVER,Bug,Done,Major - P3,2015-08-12,2015-08-14,Use int64_t for timeouts consistently,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,,,https://jira.mongodb.org/browse/CDRIVER-804
CDRIVER-805,CDRIVER,Bug,Done,Major - P3,2015-08-13,2015-08-14,Lost notification in mongoc_topology_request_scan,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.2-beta1,,https://jira.mongodb.org/browse/CDRIVER-805
CDRIVER-808,CDRIVER,Bug,Done,Minor - P4,2015-08-15,2015-08-15,Aggregation batchSize not sent to server,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2.0,Related:CDRIVER-317,https://jira.mongodb.org/browse/CDRIVER-808
CDRIVER-799,CDRIVER,Bug,Done,Major - P3,2015-08-12,2015-08-17,Scanner must obey connectTimeoutMS,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta1,,https://jira.mongodb.org/browse/CDRIVER-799
CDRIVER-549,CDRIVER,Bug,Done,Major - P3,2015-02-27,2015-08-17,mongoc_init() and mongoc_cleanup() may make memory “still reachable”,not_relevant,,False,True,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",,,,Related:CDRIVER-984,https://jira.mongodb.org/browse/CDRIVER-549
CDRIVER-787,CDRIVER,Bug,Done,Major - P3,2015-08-10,2015-08-25,segfault on network err in legacy update or delete,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.2-beta1,Related:CDRIVER-788,https://jira.mongodb.org/browse/CDRIVER-787
CDRIVER-811,CDRIVER,Improvement,Done,Minor - P4,2015-08-26,2015-08-28,Clearer Design & document on Invalid bson_t Object ,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",Docs|libbson,,,Related:CDRIVER-812,https://jira.mongodb.org/browse/CDRIVER-811
CDRIVER-809,CDRIVER,Improvement,Done,Minor - P4,2015-08-17,2015-08-28,"Default pool size parameters are ""inconvenient"" to say the least",not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-rc0,,https://jira.mongodb.org/browse/CDRIVER-809
CDRIVER-735,CDRIVER,Bug,Done,Major - P3,2015-07-07,2015-08-28,Aggregations executed twice on MongoDB < 2.6,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.2-beta1,Duplicate:CDRIVER-227,https://jira.mongodb.org/browse/CDRIVER-735
CDRIVER-820,CDRIVER,Bug,Done,Major - P3,2015-08-31,2015-08-31,error: #pragma GCC diagnostic not allowed inside functions,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",libmongoc,,1.2-beta1,,https://jira.mongodb.org/browse/CDRIVER-820
CDRIVER-788,CDRIVER,Bug,Done,Major - P3,2015-08-10,2015-08-31,Hang in large bulk upsert,not_relevant,,False,False,False,medium,"Build/packaging/docs/performance matter, not cross-driver spec.",Bulk API|libmongoc,,1.2-beta1,Related:CDRIVER-756|Related:CDRIVER-787,https://jira.mongodb.org/browse/CDRIVER-788
CDRIVER-756,CDRIVER,Bug,Done,Major - P3,2015-07-20,2015-08-31,Unchecked errors on failed network writes,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc|network,,1.2-beta1|1.1.11,Related:CDRIVER-843|Related:CDRIVER-788|Related:CDRIVER-826|Related:CDRIVER-770|Related:CS-16973,https://jira.mongodb.org/browse/CDRIVER-756
CDRIVER-813,CDRIVER,Improvement,Done,Major - P3,2015-08-27,2015-09-01,Change showDiskLoc to showRecordId,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,,,,Depends:DRIVERS-219,https://jira.mongodb.org/browse/CDRIVER-813
CDRIVER-789,CDRIVER,Bug,Done,Critical - P2,2015-08-10,2015-09-01,segfault in test_rs_seeds_connect,not_relevant,,False,True,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.2-beta1,,https://jira.mongodb.org/browse/CDRIVER-789
CDRIVER-798,CDRIVER,Bug,Done,Major - P3,2015-08-11,2015-09-01,Async scan spins for 30 seconds after server hangup,not_relevant,,False,True,False,low,Insufficient detail to classify as spec-relevant.,,,1.2-beta1,,https://jira.mongodb.org/browse/CDRIVER-798
CDRIVER-721,CDRIVER,Bug,Done,Blocker - P1,2015-06-25,2015-09-01,Crash destroying replset client after connection fails,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,1.2-beta1,Depends:CS-21381|Depends:CS-21707|Depends:CS-22169|Related:CDRIVER-726|Related:CS-22080|Related:FREE-78817|Related:CDRIVER-695,https://jira.mongodb.org/browse/CDRIVER-721
CDRIVER-821,CDRIVER,Bug,Done,Major - P3,2015-09-01,2015-09-03,Connections failing when active in process with other code that uses OpenSSL,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,libmongoc,,,Related:CDRIVER-543,https://jira.mongodb.org/browse/CDRIVER-821
CDRIVER-826,CDRIVER,Bug,Done,Major - P3,2015-09-02,2015-09-03,Handle WSAEMSGSIZE,not_relevant,,False,False,False,low,Insufficient detail to classify as spec-relevant.,,,1.2-beta1|1.1.11,Related:CDRIVER-756|Related:CS-16973,https://jira.mongodb.org/browse/CDRIVER-826
CDRIVER-704,CDRIVER,Bug,Done,Major - P3,2015-06-14,2015-09-08,$readPreference sent to non-mongos,cross_driver_inconsistency,cursors|server-selection,False,True,unsure,medium,Mentions another driver w,libmongoc,,1.2-rc0,Duplicate:CDRIVER-829|Related:CDRIVER-240|Related:PHPC-409,https://jira.mongodb.org/browse/CDRIVER-704
CDRIVER-812,CDRIVER,Improvement,Done,Minor - P4,2015-08-26,2015-09-09,Memory Leak When Using bson_reinit(),not_relevant,bson,False,False,False,high,Build/infra/doc/performan,Docs|libbson,,1.2.0,Related:CDRIVER-811,https://jira.mongodb.org/browse/CDRIVER-812
